Academic Year,Program 1,Term 1,Program 2,Term 2,Need Category,Program Type 1
2015-2016 Academic Year,"Paideia 450: Cold Wars Then and Now: Germany, Czech Republic, and Ukraine",Summer,,,High,Summer
2015-2016 Academic Year,Communication Studies 239: Communication and Sport in New Zealand,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Biology 140/240: Introduction to Ecology of the Southwest/Ecology of the Southwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Kenchreai Field School,Summer,,,High,Summer
2015-2016 Academic Year,Communication Studies 239: Communication and Sport in New Zealand,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: Entrepreneurship and the Common Good,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,International Student Teaching,Spring,,,High,Intl. Teaching
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,International Student Teaching,Spring,,,High,Intl. Teaching
2015-2016 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Religion 236: Disaster and Enlightenment: Pilgrimages in East Asia,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: Entrepreneurship and the Common Good,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"Student Athletes Abroad: Costa Rica, J-Term",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Biology 140/240: Introduction to Ecology of the Southwest/Ecology of the Southwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"ACM Chicago Program: Arts, Entrepreneurship, & Social Justice",Fall,,,High,Domestic Sem./Year
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Kenchreai Field School,Summer,,,High,Summer
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Communication Studies 239: Communication and Sport in New Zealand,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Nottingham Summer Nursing,Summer,,,High,Summer
2015-2016 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Spanish 340: Language and Culture in the Spanish-Speaking World (Spain),J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"Music 249: Listening Live in London, Glasgow, and the Isle of Skye",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"Art 290: Art in Cultural Perspective: European Art History, Gothic Renaissance, and the New Media Art",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Biology 140/240: Introduction to Ecology of the Southwest/Ecology of the Southwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"ACM Florence: Arts, Humanities, & Culture",Fall,,,High,Other Sem./Year
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Kenchreai Field School,Summer,,,High,Summer
2015-2016 Academic Year,University of Oslo International Summer School,Summer,,,High,Summer
2015-2016 Academic Year,Malta and the Mediterranean,Spring,,,High,Luther Sem./Year
2015-2016 Academic Year,Malta and the Mediterranean,Spring,,,High,Luther Sem./Year
2015-2016 Academic Year,Luther Independent Study / Directed Reading / Internship,J-Term,MÃƒÂ¼nster Semester,Spring,High,Independent J-Term
2015-2016 Academic Year,MÃƒÂ¼nster Semester,Spring,,,High,Luther Sem./Year
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,Luther Independent Study / Directed Reading / Internship,Summer,High,Luther J-Term
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Spanish 340: Language and Culture in the Spanish-Speaking World (Cuba),J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2015-2016 Academic Year,"Art 290: Art in Cultural Perspective: European Art History, Gothic Renaissance, and the New Media Art",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"Music 249: Listening Live in London, Glasgow, and the Isle of Skye",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,SIT Study Abroad Switzerland: International Studies and Multilateral Diplomacy,Spring,High,Luther J-Term
2015-2016 Academic Year,"ISA Amman, Jordan: Arabic Language & Middle Eastern Studies - Summer",Summer,,,High,Summer
2015-2016 Academic Year,Paideia 450: Entrepreneurship and the Common Good,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Biology 140/240: Introduction to Ecology of the Southwest/Ecology of the Southwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Universidad ORT Uruguay,Fall,,,High,Other Sem./Year
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,Med,Luther J-Term
2015-2016 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2015-2016 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2015-2016 Academic Year,CIS Abroad Semester in Prague - University of Economics,Fall,,,High,Other Sem./Year
2015-2016 Academic Year,"CIEE Liberal Arts Program in Madrid, Spain",Spring,,,High,Other Sem./Year
2015-2016 Academic Year,Luther Nottingham Academic Year,Academic Year,,,High,Luther Sem./Year
2015-2016 Academic Year,French 347: Introduction to Commercial French,J-Term,,,Med,Luther J-Term
2015-2016 Academic Year,MÃƒÂ¼nster Semester,Spring,,,High,Luther Sem./Year
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,"API Summer Business, Arts, Humanities, Italian Language and Culture in Florence",Summer,Med,Luther J-Term
2015-2016 Academic Year,University of Oslo International Summer School,Summer,,,High,Summer
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,Med,Luther J-Term
2015-2016 Academic Year,Education 185/215: Clinical Experience 1 in the Schools,J-Term,,,High,Luther J-Term
2015-2016 Academic Year,Religion 236: Disaster and Enlightenment: Pilgrimages in East Asia,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Religion 236: Disaster and Enlightenment: Pilgrimages in East Asia,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Malta and the Mediterranean,Spring,,,No,Luther Sem./Year
2015-2016 Academic Year,"ACM Chicago Program: Arts, Entrepreneurship, & Social Justice",Fall,Paideia 450: Stability and Change in Vietnam,J-Term,No,Domestic Sem./Year
2015-2016 Academic Year,Arcadia University - Umbra Institute,Fall,,,No,Other Sem./Year
2015-2016 Academic Year,Paideia 450: Entrepreneurship and the Common Good,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,MÃƒÂ¼nster Semester,Spring,,,No,Luther Sem./Year
2015-2016 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"Music 249: Listening Live in London, Glasgow, and the Isle of Skye",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Malta and the Mediterranean,Spring,,,No,Luther Sem./Year
2015-2016 Academic Year,"API Semester Spanish Language, Humanities, and Business Studies in Madrid",Spring,,,No,Other Sem./Year
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"CIEE Development and Globalization Program in Khon Kaen, Thailand",Fall,,,No,Other Sem./Year
2015-2016 Academic Year,Religion 236: Disaster and Enlightenment: Pilgrimages in East Asia,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,International Student Teaching,Spring,,,No,Intl. Teaching
2015-2016 Academic Year,"ISA Bilbao, Spain: Spanish Language & Liberal Arts in English and Spanish- Academic Year/Semester",Fall,,,No,Other Sem./Year
2015-2016 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"ISA Valparaiso/ Vina del Mar, Chile: Spanish Language & Latin American Studies - Academic Year/Semester",Spring,,,No,Other Sem./Year
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"English 239:""Tales of the Sea"" on the Windjammer, Roseway",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: English Theatre: Mirror of Society and of the Human Condition,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Biology 140/240: Introduction to Ecology of the Southwest/Ecology of the Southwest,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Communication Studies 239: Communication and Sport in New Zealand,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,"Paideia 450: Cold Wars Then and Now: Germany, Czech Republic, and Ukraine",Summer,No,Luther J-Term
2015-2016 Academic Year,IES Abroad Nantes - French Language Immersion & Area Studies,Fall,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,No,Other Sem./Year
2015-2016 Academic Year,"ACM Chicago Program: Arts, Entrepreneurship, & Social Justice",Fall,Malta and the Mediterranean,Spring,No,Domestic Sem./Year
2015-2016 Academic Year,"Music 249: Listening Live in London, Glasgow, and the Isle of Skye",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"Paideia 450: Cold Wars Then and Now: Germany, Czech Republic, and Ukraine",Summer,,,No,Summer
2015-2016 Academic Year,"Paideia 450: Cold Wars Then and Now: Germany, Czech Republic, and Ukraine",Summer,,,No,Summer
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Environmental Studies 239: Environmental Policy in the Pacific Northwest,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Spanish 340: Language and Culture in the Spanish-Speaking World (Spain),J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Communication Studies 239: Communication and Sport in New Zealand,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: Stability and Change in Vietnam,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Nottingham Summer Nursing,Summer,,,No,Summer
2015-2016 Academic Year,"English 263: In Frankenstein's Footsteps: The Keats-Shelley Circle in London, Geneva, and Italy",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"Goethe Institute - Dusseldorf, Germany",Summer,,,No,Summer
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: Entrepreneurship and the Common Good,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Science 140: Belize: Environmental Implications of Eco-Adventure Growth in Central America,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,Paideia 450: People and Parks: Pastoralism and Conservation in East Africa,J-Term,,,No,Luther J-Term
2015-2016 Academic Year,"Paideia 450: Borders, Migration, and Identity: the Dominican Republic and Haiti",J-Term,,,No,Luther J-Term
